geneNID,geneId,geneName,geneDescription,pLI,DSI,DPI
8514,23237,ARC,activity regulated cytoskeleton associated protein,0.59433,0.573,0.769
8517,23241,PACS2,phosphofurin acidic cluster sorting protein 2,0.99583,0.7,0.423
8519,23243,ANKRD28,ankyrin repeat domain 28,1,0.861,0.115
8521,23245,ASTN2,astrotactin 2,0.99971,0.666,0.462
8522,23246,BOP1,BOP1 ribosomal biogenesis factor,0.092793,0.821,0.192
8523,23247,KIAA0556,KIAA0556,1.1859e-29,0.644,0.538
8525,23250,ATP11A,ATPase phospholipid transporting 11A,4.0487e-06,0.682,0.462
8530,23255,MTCL1,microtubule crosslinking factor 1,8.834e-05,0.839,0.192
8533,23259,DDHD2,DDHD domain containing 2,1.4321e-10,0.695,0.577
8534,23261,CAMTA1,calmodulin binding transcription activator 1,1,0.599,0.615
8541,23269,MGA,MAX dimerization protein MGA,1,0.711,0.423
8545,23274,CLEC16A,C-type lectin domain containing 16A,0.27595,0.612,0.654
8548,23277,CLUH,clustered mitochondria homolog,0.99474,0.861,0.115
8554,23287,AGTPBP1,ATP/GTP binding protein 1,0.42151,0.65,0.538
8555,23288,IQCE,IQ motif containing E,1.3752e-39,0.805,0.115
8556,23291,FBXW11,F-box and WD repeat domain containing 11,0.97611,0.626,0.462
8557,23293,SMG6,SMG6 nonsense mediated mRNA decay factor,0.98164,0.751,0.308
8558,23294,ANKS1A,ankyrin repeat and sterile alpha motif domain containing 1A,0.80916,0.805,0.192
8560,23299,BICD2,BICD cargo adaptor 2,0.98272,0.615,0.731
8562,23301,EHBP1,EH domain binding protein 1,0.30745,0.839,0.231
8567,23306,NEMP1,nuclear envelope integral membrane protein 1,0.91617,0.821,0.115
8571,23310,NCAPD3,non-SMC condensin II complex subunit D3,5.821e-09,0.722,0.423
8572,23312,DMXL2,Dmx like 2,1,0.695,0.538
8573,23313,KIAA0930,KIAA0930,6.9792e-05,1,0.038
8574,23314,SATB2,SATB homeobox 2,0.99999,0.503,0.769
8575,23315,SLC9A8,solute carrier family 9 member A8,2.9146e-10,0.736,0.5
8576,23316,CUX2,cut like homeobox 2,1,0.644,0.5
8577,23317,DNAJC13,DnaJ heat shock protein family (Hsp40) member C13,1,0.682,0.577
8579,23321,TRIM2,tripartite motif containing 2,0.99603,0.686,0.538
8580,23322,RPGRIP1L,RPGRIP1 like,4.083e-31,0.534,0.769
8584,23327,NEDD4L,NEDD4 like E3 ubiquitin protein ligase,1,0.573,0.731
8585,23328,SASH1,SAM and SH3 domain containing 1,0.001802,0.599,0.538
8587,23331,TTC28,tetratricopeptide repeat domain 28,1,0.76,0.308
8588,23332,CLASP1,cytoplasmic linker associated protein 1,1,0.751,0.5
8590,23334,SZT2,SZT2 subunit of KICSTOR complex,2.3263e-14,0.67,0.423
8593,23338,JADE2,jade family PHD finger 2,0.99994,0.89,0.192
8597,23345,SYNE1,spectrin repeat containing nuclear envelope protein 1,3.1899e-52,0.511,0.846
8598,23347,SMCHD1,structural maintenance of chromosomes flexible hinge domain containing 1,1,0.631,0.615
8604,23353,SUN1,Sad1 and UNC84 domain containing 1,9.1868e-06,0.729,0.423
8611,23362,PSD3,pleckstrin and Sec7 domain containing 3,0.0094778,0.691,0.423
8612,23363,OBSL1,obscurin like cytoskeletal adaptor 1,9.9902e-26,0.686,0.308
8613,23365,ARHGEF12,Rho guanine nucleotide exchange factor 12,1,0.686,0.385
8615,23368,PPP1R13B,protein phosphatase 1 regulatory subunit 13B,0.99811,0.599,0.692
8618,23371,TNS2,tensin 2,3.7043e-07,0.769,0.423
8619,23373,CRTC1,CREB regulated transcription coactivator 1,0.531,0.565,0.692
8626,23383,MAU2,MAU2 sister chromatid cohesion factor,1,0.686,0.462
8627,23384,SPECC1L,sperm antigen with calponin homology and coiled-coil domains 1 like,0.85887,0.593,0.654
8630,23387,SIK3,SIK family kinase 3,1,0.631,0.654
8631,23389,MED13L,mediator complex subunit 13L,1,0.617,0.538
8634,23394,ADNP,activity dependent neuroprotector homeobox,1,0.561,0.808
8635,23395,LARS2,"leucyl-tRNA synthetase 2, mitochondrial",8.9333e-17,0.695,0.654
8636,23396,PIP5K1C,phosphatidylinositol-4-phosphate 5-kinase type 1 gamma,0.97704,0.792,0.346
8637,23397,NCAPH,non-SMC condensin I complex subunit H,8.0147e-05,0.76,0.385
8640,23400,ATP13A2,ATPase cation transporting 13A2,8.9582e-09,0.566,0.577
8644,23405,DICER1,"dicer 1, ribonuclease III",1,0.446,0.846
8647,23409,SIRT4,sirtuin 4,6.8625e-10,0.603,0.654
8648,23410,SIRT3,sirtuin 3,0.00016261,0.488,0.731
8649,23411,SIRT1,sirtuin 1,0.087326,0.378,0.885
8652,23414,ZFPM2,"zinc finger protein, FOG family member 2",1,0.565,0.731
8653,23415,KCNH4,potassium voltage-gated channel subfamily H member 4,0.99984,0.603,0.615
8655,23417,MLYCD,malonyl-CoA decarboxylase,0.00064816,0.617,0.769
8656,23418,CRB1,crumbs cell polarity complex component 1,5.6266e-16,0.57,0.654
8660,23424,TDRD7,tudor domain containing 7,0.00061106,0.751,0.346
8661,23426,GRIP1,glutamate receptor interacting protein 1,0.50828,0.581,0.769
8662,23428,SLC7A8,solute carrier family 7 member 8,5.1068e-08,0.743,0.423
8665,23431,AP4E1,adaptor related protein complex 4 subunit epsilon 1,0.0027529,0.656,0.385
8666,23432,GPR161,G protein-coupled receptor 161,0.00034935,0.686,0.462
8669,23435,TARDBP,TAR DNA binding protein,0.98542,0.493,0.808
8675,23443,SLC35A3,solute carrier family 35 member A3,0.0026044,0.716,0.308
8678,23451,SF3B1,splicing factor 3b subunit 1,1,0.511,0.731
8682,23460,ABCA6,ATP binding cassette subfamily A member 6,5.1099e-27,0.861,0.231
8683,23461,ABCA5,ATP binding cassette subfamily A member 5,4.7803e-27,0.736,0.423
8684,23462,HEY1,hes related family bHLH transcription factor with YRPW motif 1,0.050181,0.551,0.692
8690,23469,PHF3,PHD finger protein 3,0.99256,0.76,0.192
8693,23474,ETHE1,ETHE1 persulfide dioxygenase,4.6037e-06,0.686,0.346
8695,23476,BRD4,bromodomain containing 4,1,0.446,0.885
8697,23479,ISCU,iron-sulfur cluster assembly enzyme,0.041463,0.695,0.423
8700,23483,TGDS,"TDP-glucose 4,6-dehydratase",2.4826e-09,0.644,0.538
8703,23492,CBX7,chromobox 7,0.68534,0.595,0.615
8704,23493,HEY2,hes related family bHLH transcription factor with YRPW motif 2,0.89343,0.572,0.731
8705,23495,TNFRSF13B,TNF receptor superfamily member 13B,2.0908e-15,0.558,0.769
8706,23498,HAAO,"3-hydroxyanthranilate 3,4-dioxygenase",1.0561e-08,0.644,0.538
8707,23499,MACF1,microtubule actin crosslinking factor 1,1,0.659,0.538
8708,23500,DAAM2,dishevelled associated activator of morphogenesis 2,1,0.711,0.538
8709,23503,ZFYVE26,zinc finger FYVE-type containing 26,4.6948e-23,0.636,0.615
8710,23504,RIMBP2,RIMS binding protein 2,0.67813,0.89,0.154
8711,23505,TMEM131,transmembrane protein 131,0.99995,0.769,0.269
8713,23509,POFUT1,protein O-fucosyltransferase 1,0.96303,0.65,0.538
8716,23512,SUZ12,SUZ12 polycomb repressive complex 2 subunit,0.99998,0.529,0.577
8718,23514,SPIDR,scaffold protein involved in DNA repair,2.3847e-17,0.7,0.538
8719,23515,MORC3,MORC family CW-type zinc finger 3,0.99985,0.743,0.423
8720,23516,SLC39A14,solute carrier family 39 member 14,0.15001,0.653,0.615
8726,23522,KAT6B,lysine acetyltransferase 6B,1,0.525,0.731
8733,23530,NNT,nicotinamide nucleotide transhydrogenase,0.97271,0.601,0.577
8735,23532,PRAME,preferentially expressed antigen in melanoma,2.394e-07,0.531,0.577
8736,23533,PIK3R5,phosphoinositide-3-kinase regulatory subunit 5,0.30013,0.7,0.5
8737,23534,TNPO3,transportin 3,1.7546e-06,0.663,0.577
8743,23545,ATP6V0A2,ATPase H+ transporting V0 subunit a2,2.6314e-11,0.57,0.692
8745,23548,TTC33,tetratricopeptide repeat domain 33,0.00056941,0.931,0.115
8747,23550,PSD4,pleckstrin and Sec7 domain containing 4,0.42272,0.691,0.462
8749,23552,CDK20,cyclin dependent kinase 20,5.9487e-14,0.682,0.462
8753,23556,PIGN,phosphatidylinositol glycan anchor biosynthesis class N,2.29e-21,0.558,0.615
8757,23562,CLDN14,claudin 14,0.00011061,0.705,0.462
8762,23568,ARL2BP,ADP ribosylation factor like GTPase 2 binding protein,3.3482e-05,0.647,0.654
8763,23569,PADI4,peptidyl arginine deiminase 4,4.6001e-16,0.494,0.808
8764,23574,PRG1,p53-responsive gene 1,,0.839,0.231
8776,23590,PDSS1,decaprenyl diphosphate synthase subunit 1,3.2449e-08,0.628,0.615
8778,23592,LEMD3,LEM domain containing 3,0.99877,0.582,0.731
8780,23594,ORC6,origin recognition complex subunit 6,3.3618e-07,0.628,0.577
8785,23600,AMACR,alpha-methylacyl-CoA racemase,0.027363,0.51,0.769
8789,23607,CD2AP,CD2 associated protein,0.22989,0.558,0.731
8796,23619,ZIM2,zinc finger imprinted 2,0.001811,0.89,0.077
8798,23621,BACE1,beta-secretase 1,0.87888,0.559,0.769
8809,23636,NUP62,nucleoporin 62,0.95006,0.47,0.885
8810,23637,RABGAP1,RAB GTPase activating protein 1,1,,
8811,23639,LRRC6,leucine rich repeat containing 6,1.0409e-10,0.659,0.538
8818,23646,PLD3,phospholipase D family member 3,1.754e-05,0.7,0.462
8821,23649,POLA2,"DNA polymerase alpha 2, accessory subunit",8.7346e-07,0.861,0.077
8822,23650,TRIM29,tripartite motif containing 29,8.1158e-08,0.606,0.654
8823,23654,PLXNB2,plexin B2,0.99234,0.78,0.385
8826,23659,PLA2G15,phospholipase A2 group XV,0.37838,0.52,0.769
8830,23671,TMEFF2,transmembrane protein with EGF like and two follistatin like domains 2,7.3885e-05,0.619,0.5
8831,23673,STX12,syntaxin 12,0.95624,0.839,0.115
8832,23676,SMPX,small muscle protein X-linked,0.62317,0.682,0.5
8835,23682,RAB38,"RAB38, member RAS oncogene family",0.0019671,0.691,0.5
8836,23683,PRKD3,protein kinase D3,0.0052882,0.76,0.154
8840,23705,CADM1,cell adhesion molecule 1,0.66216,0.491,0.769
8842,23708,GSPT2,G1 to S phase transition 2,0.98321,0.821,0.154
8847,23729,SHPK,sedoheptulokinase,1.0103e-16,0.743,0.346
8849,23732,FRRS1L,ferric chelate reductase 1 like,0.0014611,0.666,0.231
8852,23742,NPAP1,nuclear pore associated protein 1,,0.67,0.5
8854,23746,AIPL1,aryl hydrocarbon receptor interacting protein like 1,1.222e-05,0.644,0.346
8860,23761,PISD,phosphatidylserine decarboxylase,0.2217,0.821,0.308
8861,23762,OSBP2,oxysterol binding protein 2,0.00043434,0.78,0.346
8863,23765,IL17RA,interleukin 17 receptor A,0.00035636,0.529,0.808
8865,23767,FLRT3,fibronectin leucine rich transmembrane protein 3,0.22014,0.659,0.615
8867,23769,FLRT1,fibronectin leucine rich transmembrane protein 1,0.35651,0.78,0.231
8870,23774,BRD1,bromodomain containing 1,0.99949,0.644,0.654
8876,23788,MTCH2,mitochondrial carrier 2,0.031932,0.821,0.269
8880,24140,FTSJ1,FtsJ RNA 2'-O-methyltransferase 1,0.99254,0.659,0.577
8884,24145,PANX1,pannexin 1,2.4684e-06,0.575,0.846
8886,24147,FJX1,four-jointed box kinase 1,0.94412,0.705,0.462
8887,24148,PRPF6,pre-mRNA processing factor 6,0.0032101,0.621,0.538
8888,24149,ZNF318,zinc finger protein 318,0.37383,0.792,0.269
8890,25758,KIAA1549L,KIAA1549 like,1.2946e-07,0.861,0.115
8897,25771,TBC1D22A,TBC1 domain family member 22A,0.41937,0.89,0.115
8900,25778,DSTYK,dual serine/threonine and tyrosine protein kinase,0.51262,0.7,0.462
8901,25780,RASGRP3,RAS guanyl releasing protein 3,0.0091132,0.686,0.5
8902,25782,RAB3GAP2,RAB3 GTPase activating non-catalytic protein subunit 2,0.98674,0.584,0.769
8904,25788,RAD54B,RAD54 homolog B,8.1173e-13,0.659,0.462
8908,25792,CIZ1,CDKN1A interacting zinc finger protein 1,0.063172,0.617,0.5
8909,25793,FBXO7,F-box protein 7,5.7858e-07,0.65,0.769
8910,25794,FSCN2,"fascin actin-bundling protein 2, retinal",3.8311e-13,0.682,0.346
8914,25800,SLC39A6,solute carrier family 39 member 6,4.9368e-07,0.656,0.462
8916,25802,LMOD1,leiomodin 1,0.87057,0.644,0.654
8920,25806,VAX2,ventral anterior homeobox 2,0.15981,0.769,0.308
8921,25807,RHBDD3,rhomboid domain containing 3,4.9464e-05,0.861,0.192
8924,25814,ATXN10,ataxin 10,0.00034514,0.65,0.385
8925,25816,TNFAIP8,TNF alpha induced protein 8,0.38452,0.601,0.5
8930,25821,MTO1,mitochondrial tRNA translation optimization 1,7.38e-06,0.67,0.462
8938,25830,SULT4A1,sulfotransferase family 4A member 1,0.96563,0.695,0.346
8943,25836,NIPBL,NIPBL cohesin loading factor,1,0.521,0.808
8945,25839,COG4,component of oligomeric golgi complex 4,3.9748e-09,0.631,0.615
8958,25855,BRMS1,BRMS1 transcriptional repressor and anoikis regulator,1.579e-07,0.597,0.615
8960,25859,PART1,prostate androgen-regulated transcript 1,,0.483,0.885
8961,25861,WHRN,whirlin,7.6538e-05,0.67,0.385
8962,25862,USP49,ubiquitin specific peptidase 49,0.93828,0.861,0.192
8963,25865,PRKD2,protein kinase D2,0.99995,0.666,0.538
8968,25875,LETMD1,LETM1 domain containing 1,0.048505,0.682,0.308
8971,25880,TMEM186,transmembrane protein 186,5.1994e-05,1,0.077
8973,25885,POLR1A,RNA polymerase I subunit A,0.9998,0.682,0.538
8974,25886,POC1A,POC1 centriolar protein A,3.2977e-06,0.65,0.5
8975,25890,ABI3BP,ABI family member 3 binding protein,1.0074e-08,0.686,0.385
8977,25893,TRIM58,tripartite motif containing 58,1.345e-10,0.769,0.115
8980,25896,INTS7,integrator complex subunit 7,1.2557e-05,0.89,0.115
8981,25897,RNF19A,"ring finger protein 19A, RBR E3 ubiquitin protein ligase",0.025305,0.397,0.923
8982,25898,RCHY1,ring finger and CHY zinc finger domain containing 1,0.066203,0.716,0.462
8988,25907,TMEM158,transmembrane protein 158 (gene/pseudogene),0.14862,0.736,0.385
8991,25913,POT1,protection of telomeres 1,0.85343,0.56,0.731
8992,25914,RTTN,rotatin,8.9747e-34,0.619,0.654
8993,25915,NDUFAF3,NADH:ubiquinone oxidoreductase complex assembly factor 3,0.0052693,0.65,0.577
8997,25923,ATL3,atlastin GTPase 3,1.3349e-09,0.736,0.462
8998,25924,MYRIP,myosin VIIA and Rab interacting protein,7.2179e-06,0.805,0.154
9010,25939,SAMHD1,SAM and HD domain containing deoxynucleoside triphosphate triphosphohydrolase 1,6.4524e-13,0.547,0.769
9013,25942,SIN3A,SIN3 transcription regulator family member A,1,0.551,0.692
9020,25953,PNKD,PNKD metallo-beta-lactamase domain containing,4.1392e-08,0.615,0.615
9022,25959,KANK2,KN motif and ankyrin repeat domains 2,0.044954,0.638,0.615
9028,25970,SH2B1,SH2B adaptor protein 1,0.96861,0.566,0.731
9030,25973,PARS2,"prolyl-tRNA synthetase 2, mitochondrial",0.0041217,0.644,0.423
9031,25974,MMACHC,metabolism of cobalamin associated C,1.1402e-13,0.644,0.615
9034,25977,NECAP1,NECAP endocytosis associated 1,0.12559,0.691,0.346
9035,25978,CHMP2B,charged multivesicular body protein 2B,4.6203e-06,0.543,0.731
9037,25980,AAR2,AAR2 splicing factor,8.3057e-06,0.839,0.192
9038,25981,DNAH1,dynein axonemal heavy chain 1,1.4983e-26,0.656,0.615
9050,26005,C2CD3,C2 domain containing 3 centriole elongation regulator,4.4437e-19,0.636,0.538
9053,26010,SPATS2L,spermatogenesis associated serine rich 2 like,0.55833,0.76,0.346
9054,26011,TENM4,teneurin transmembrane protein 4,1,0.65,0.462
9055,26012,NSMF,NMDA receptor synaptonuclear signaling and neuronal migration factor,0.26482,0.606,0.692
9057,26015,RPAP1,RNA polymerase II associated protein 1,1.3781e-17,0.89,0.115
9059,26018,LRIG1,leucine rich repeats and immunoglobulin like domains 1,0.035031,0.601,0.538
9070,26034,IPCEF1,interaction protein for cytohesin exchange factors 1,0.0015595,0.821,0.269
9071,26035,GLCE,glucuronic acid epimerase,0.65444,0.729,0.269
9073,26037,SIPA1L1,signal induced proliferation associated 1 like 1,1,0.805,0.192
9076,26040,SETBP1,SET binding protein 1,1,0.503,0.808
9077,26043,UBXN7,UBX domain protein 7,0.99988,,
9080,26047,CNTNAP2,contactin associated protein 2,2.8673e-09,0.53,0.846
9083,26052,DNM3,dynamin 3,0.0024197,0.716,0.462
9084,26053,AUTS2,activator of transcription and developmental regulator AUTS2,0.99934,0.569,0.846
9087,26057,ANKRD17,ankyrin repeat domain 17,1,0.931,0.077
9088,26058,GIGYF2,GRB10 interacting GYF protein 2,1,0.711,0.269
9090,26060,APPL1,"adaptor protein, phosphotyrosine interacting with PH domain and leucine zipper 1",0.7952,0.626,0.5
9101,26086,GPSM1,G protein signaling modulator 1,2.2075e-05,0.736,0.577
9103,26090,ABHD12,abhydrolase domain containing 12,1.9476e-05,0.666,0.385
9105,26092,TOR1AIP1,torsin 1A interacting protein 1,1.2719e-09,0.729,0.346
9112,26100,WIPI2,"WD repeat domain, phosphoinositide interacting 2",0.0063887,0.736,0.308
9115,26115,TANC2,"tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 2",1,0.861,0.154
9117,26119,LDLRAP1,low density lipoprotein receptor adaptor protein 1,6.5037e-06,0.641,0.538
9118,26121,PRPF31,pre-mRNA processing factor 31,0.98313,0.531,0.731
9120,26123,TCTN3,tectonic family member 3,4.1528e-12,0.566,0.615
9122,26128,KIFBP,kinesin family binding protein,0.075682,0.615,0.731
9125,26135,SERBP1,SERPINE1 mRNA binding protein 1,0.9995,0.716,0.385
9127,26137,ZBTB20,zinc finger and BTB domain containing 20,0.97382,0.566,0.731
9129,26140,TTLL3,tubulin tyrosine ligase like 3,1.0765e-19,1,0.077
9134,26150,RIBC2,RIB43A domain with coiled-coils 2,2.1427e-12,0.839,0.115
9138,26154,ABCA12,ATP binding cassette subfamily A member 12,2.922e-15,0.61,0.654
9141,26160,IFT172,intraflagellar transport 172,3.2682e-33,0.582,0.654
9148,26191,PTPN22,protein tyrosine phosphatase non-receptor type 22,3.4921e-21,0.438,0.846
9149,26206,SPAG8,sperm associated antigen 8,1.6843e-12,0.722,0.346
9153,26224,FBXL3,F-box and leucine rich repeat protein 3,0.9807,0.736,0.462
9155,26227,PHGDH,phosphoglycerate dehydrogenase,0.00013308,0.484,0.885
9157,26229,B3GAT3,"beta-1,3-glucuronyltransferase 3",2.7099e-08,0.621,0.538
9162,26234,FBXL5,F-box and leucine rich repeat protein 5,0.99854,0.711,0.308
9163,26235,FBXL4,F-box and leucine rich repeat protein 4,1.1384e-08,0.695,0.423
9168,26249,KLHL3,kelch like family member 3,0.94479,0.736,0.346
9175,26258,BLOC1S6,biogenesis of lysosomal organelles complex 1 subunit 6,8.0385e-09,0.769,0.308
9181,26266,SLC13A4,solute carrier family 13 member 4,0.81559,0.805,0.115
9185,26270,FBXO6,F-box protein 6,0.015153,0.76,0.231
9189,26275,HIBCH,3-hydroxyisobutyryl-CoA hydrolase,2.5766e-13,0.7,0.5
9190,26276,VPS33B,VPS33B late endosome and lysosome associated,2.4065e-16,0.644,0.654
9191,26277,TINF2,TERF1 interacting nuclear factor 2,0.0012666,0.575,0.731
9192,26278,SACS,sacsin molecular chaperone,1.0852e-23,0.606,0.654
9195,26281,FGF20,fibroblast growth factor 20,0.81379,0.663,0.577
9196,26284,ERAL1,Era like 12S mitochondrial rRNA chaperone 1,3.1095e-09,0.638,0.577
9201,26290,GALNT8,polypeptide N-acetylgalactosaminyltransferase 8,8.0674e-20,0.861,0.269
9202,26291,FGF21,fibroblast growth factor 21,0.029439,0.485,0.769
9208,26353,HSPB8,heat shock protein family B (small) member 8,0.043128,0.57,0.577
9210,26355,FAM162A,family with sequence similarity 162 member A,3.2417e-06,1,0.077
9216,26476,OR10J1,olfactory receptor family 10 subfamily J member 1,6.3754e-07,,
9218,26503,SLC17A5,solute carrier family 17 member 5,6.8514e-10,0.491,0.808
9219,26504,CNNM4,cyclin and CBS domain divalent metal cation transport mediator 4,2.9325e-07,0.695,0.346
9220,26505,CNNM3,cyclin and CBS domain divalent metal cation transport mediator 3,2.1173e-07,0.839,0.115
9230,26523,AGO1,argonaute RISC component 1,1,0.656,0.577
9232,26525,IL36RN,interleukin 36 receptor antagonist,3.3941e-08,0.638,0.538
9241,26579,MYEOV,myeloma overexpressed,0.0033849,0.7,0.346
9242,26580,BSCL2,"BSCL2 lipid droplet biogenesis associated, seipin",1.0981e-09,0.545,0.692
9244,26585,GREM1,"gremlin 1, DAN family BMP antagonist",0.47436,0.508,0.808
9247,26608,TBL2,transducin beta like 2,0.00018452,0.538,0.731
9249,26610,ELP4,elongator acetyltransferase complex subunit 4,1.2277e-07,0.666,0.462
9259,26750,RPS6KC1,ribosomal protein S6 kinase C1,0.001257,0.821,0.231
9261,26762,HAVCR1,hepatitis A virus cellular receptor 1,8.5105e-07,0.489,0.885
9291,26873,OPLAH,"5-oxoprolinase, ATP-hydrolysing",6.9736e-17,0.792,0.308
9296,26960,NBEA,neurobeachin,1,0.76,0.538
9304,26994,RNF11,ring finger protein 11,0.57873,0.805,0.154
9308,26999,CYFIP2,cytoplasmic FMR1 interacting protein 2,1,0.633,0.731
9316,27019,DNAI1,dynein axonemal intermediate chain 1,2.4183e-08,0.597,0.692
9320,27030,MLH3,mutL homolog 3,4.9023e-08,0.582,0.538
9321,27031,NPHP3,nephrocystin 3,9.836e-16,0.597,0.654
9322,27032,ATP2C1,ATPase secretory pathway Ca2+ transporting 1,1,0.663,0.423
9324,27034,ACAD8,acyl-CoA dehydrogenase family member 8,5.6389e-14,0.506,0.885
9325,27035,NOX1,NADPH oxidase 1,8.6564e-08,0.536,0.808
9329,27040,LAT,linker for activation of T cells,0.0092377,0.548,0.731
9332,27044,SND1,staphylococcal nuclease and tudor domain containing 1,0.98213,0.576,0.769
9333,27063,ANKRD1,ankyrin repeat domain 1,2.6259e-10,0.628,0.692
9334,27065,NSG1,neuronal vesicle trafficking associated 1,0.0088286,0.691,0.538
9336,27068,PPA2,inorganic pyrophosphatase 2,1.1789e-10,0.805,0.115
9342,27077,B9D1,B9 domain containing 1,0.0028034,0.572,0.692
9345,27086,FOXP1,forkhead box P1,0.99998,0.46,0.808
9346,27087,B3GAT1,"beta-1,3-glucuronyltransferase 1",0.13521,0.494,0.769
9347,27089,UQCRQ,ubiquinol-cytochrome c reductase complex III subunit VII,0.04825,0.722,0.308
9352,27095,TRAPPC3,trafficking protein particle complex 3,0.25083,0.792,0.385
9354,27098,CLUL1,clusterin like 1,1.6121e-11,0.821,0.192
9357,27102,EIF2AK1,eukaryotic translation initiation factor 2 alpha kinase 1,7.0148e-07,0.633,0.577
9363,27113,BBC3,BCL2 binding component 3,0.0039762,0.517,0.769
9367,27122,DKK3,dickkopf WNT signaling pathway inhibitor 3,4.1049e-06,0.5,0.731
9370,27125,AFF4,AF4/FMR2 family member 4,1,0.644,0.769
9374,27130,INVS,inversin,5.5501e-18,0.619,0.538
9375,27131,SNX5,sorting nexin 5,0.001446,0.751,0.269
9377,27133,KCNH5,potassium voltage-gated channel subfamily H member 5,0.019692,0.821,0.077
9382,27145,FILIP1,filamin A interacting protein 1,2.5711e-10,0.861,0.154
